SUBSTANCECOMPONENT_ID,SUB_COM_ID,SUB_ID,COM_ID,TRX_ID,SUB_NAME,SUB_ECSUBINVENTENTRYREF,SUB_CASNUMBER,SUB_DESCRIPTION,SUBPARAM_ID,SUBPARAM_CODE,SUBPARAMNAME,SUB_TYPE,QUALIFIER_ID,QUALIFIER_CODE,QUALIFIER,COMP_VALUE,COM_NAME,COM_ECSUBINVENTENTRYREF,COM_CASNUMBER,IUPACNAME,COMPARAM_ID,COMPARAM_CODE,COMPARAMNAME,MOLECULARFORMULA,SMILESNOTATION,INCHI,COM_TYPE,COM_STRUCTURESHOWN,SMILESNOTATIONSOURCE,INCHI_NOTATIONSOURCE
371915,1144,641,966,40611,"Mixture of 40-60% stearic acid, butyl ester and 60-40% palmitic acid, butyl ester",,,,24474,RF-00009853-PAR,"Mixture of 40-60% stearic acid, butyl ester and 60-40% palmitic acid, butyl ester",mixture or formulation,2,QU02A,<=,60.0000000000,"Stearic acid, butyl ester",204-666-5,123-95-5,butyl octadecanoate,16203,RF-00001708-PAR,"Stearic acid, butyl ester",C22H44O2,CCCCCCCCCCCCCCCCCC(=O)OCCCC,"InChI=1S/C22H44O2/c1-3-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22(23)24-21-6-4-2/h3-21H2,1-2H3",organic,,,
371916,1145,641,967,40611,"Mixture of 40-60% stearic acid, butyl ester and 60-40% palmitic acid, butyl ester",,,,24474,RF-00009853-PAR,"Mixture of 40-60% stearic acid, butyl ester and 60-40% palmitic acid, butyl ester",mixture or formulation,2,QU02A,<=,60.0000000000,Butyl hexadecanoate,203-829-8,111-06-8,butyl hexadecanoate,22643,RF-00008023-PAR,Butyl hexadecanoate,C20H40O2,CCCCCCCCCCCCCCCC(=O)OCCCC,"InChI=1S/C20H40O2/c1-3-5-7-8-9-10-11-12-13-14-15-16-17-18-20(21)22-19-6-4-2/h3-19H2,1-2H3",organic,,,
371917,1146,643,964,40611,Di-isodecylphthalate,247-977-1,26761-40-0,"Di-isodecylphthalate (DIDP) is a mixture of esters of o-phthalic acid with C9-C11 (C10 rich) alkyl alcohols. These alcohols can be obtained by different processes, yielding different ratios of chain length and branching distribution, which result in DIDPs with different isomeric compositions and multiple CAS numbers.",491,RF-00000007-ORG,Diisodecylphthalate,single chemical entity,7,QU07A,as such,,Di-isodecylphthalate,247-977-1,26761-40-0,"Bis(8-methylnonyl) benzene-1,2-dicarboxylate",491,RF-00000007-ORG,Diisodecylphthalate,C28H46O4,CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,"InChI=1S/C28H46O4/c1-23(2)17-11-7-5-9-15-21-31-27(29)25-19-13-14-20-26(25)28(30)32-22-16-10-6-8-12-18-24(3)4/h13-14,19-20,23-24H,5-12,15-18,21-22H2,1-4H3",organic,,,
371918,1147,644,849,40611,Mono-n-dodecyltin tris(isooctyl mercaptoacetate) and Di-n-dodecyltin bis(isooctyl mercaptoacetate),,,,24475,RF-00009854-PAR,Mono-n-dodecyltin tris(isooctyl mercaptoacetate) and Di-n-dodecyltin bis(isooctyl mercaptoacetate),mixture or formulation,2,QU02A,<=,70.0000000000,Mono-n-dodecyltin tris(isooctyl mercaptoacetate),266-836-5,67649-65-4,6-Methylheptyl 2-[dodecyl-bis[[2-(6-methylheptoxy)-2-oxoethyl]sulfanyl]stannyl] sulfanylacetate,15980,RF-00001484-PAR,Mono-n-dodecyltin tris(isooctyl mercaptoacetate),C42H82O6S3Sn,CCCCCCCCCCCC[Sn](SCC(=O)OCCCCCC(C)C)(SCC(=O)OCCCCCC(C)C)SCC(=O)OCCCCCC(C)C,"InChI=1S/C12H25.3C10H20O2S.Sn/c1-3-5-7-9-11-12-10-8-6-4-2;3*1-9(2)6-4-3-5-7-12-10(11)8-13;/h1,3-12H2,2H3;3*9,13H,3-8H2,1-2H3;/q;;;;+3/p-3",organic,,,
371919,1148,644,947,40611,Mono-n-dodecyltin tris(isooctyl mercaptoacetate) and Di-n-dodecyltin bis(isooctyl mercaptoacetate),,,,24475,RF-00009854-PAR,Mono-n-dodecyltin tris(isooctyl mercaptoacetate) and Di-n-dodecyltin bis(isooctyl mercaptoacetate),mixture or formulation,2,QU02A,<=,50.0000000000,Di-n-octyltin bis(isooctylmercaptoacetate),247-666-0,26401-97-8,Octan-2-yl 2-[(2-octan-2-yloxy-2-oxoethyl)sulfanyl-dioctylstannyl]sulfanylacetate,15939,RF-00001440-PAR,Di-n-octyltin bis(isooctylmercaptoacetate),C36H72O4S2Sn,CCCCCCCC[Sn](CCCCCCCC)(SCC(=O)OC(C)CCCCCC)SCC(=O)OC(C)CCCCCC,"InChI=1S/2C10H20O2S.2C8H17.Sn/c2*1-3-4-5-6-7-9(2)12-10(11)8-13;2*1-3-5-7-8-6-4-2;/h2*9,13H,3-8H2,1-2H3;2*1,3-8H2,2H3;/q;;;;+2/p-2",organometallic,,,
371920,1149,645,969,40611,Epoxy Phenolic Novolac Resins,,28064-14-4,"Epoxy Phenolic Novolac Resins (NOGE) are polymeric reaction products of phenol, formaldehyde and epichlorohydrin described by the CAS No. 28064-14-4 (Phenolformaldehyde- glycidyl ether) or CAS No. 9003-36-5 (phenol-formaldehydeepichlorohydrin polymer). The lowest molecular weight oligomeric fraction in commercial Epoxy Phenolic Novolac Resins is bisphenol-F diglycidylether (BFDGE). BFDGE exists as a mixture of three isomers with MW of 312 and is present in NOGE at levels of 20-45%.",24041,RF-00009420-PAR,Epoxy Phenolic Novolac Resins,polymer,7,QU07A,as such,,Epoxy Phenolic Novolac Resins,,28064-14-4,,24041,RF-00009420-PAR,Epoxy Phenolic Novolac Resins,,,,organic,,,
371921,1150,646,971,40611,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]-L-phenylalanine 1-methyl ester",,,Hydrolysis product of Neotame.,24314,RF-00009693-PAR,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]-L-phenylalanine 1-methyl ester",single chemical entity,7,QU07A,as such,,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]-L-phenylalanine 1-methyl ester",,,,24314,RF-00009693-PAR,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]-L-phenylalanine 1-methyl ester",,,,organic,,,
371922,1151,647,970,40611,"N-[N-(3,3-Dimethylbutyl)-L-alpha-aspartyl]-L-phenylalanine",,,Hydrolysis product of Neotame.,24313,RF-00009692-PAR,"N-[N-(3,3-Dimethylbutyl)-L-alpha-aspartyl]-L-phenylalanine",single chemical entity,7,QU07A,as such,,"N-[N-(3,3-Dimethylbutyl)-L-alpha-aspartyl]-L-phenylalanine",,,,24313,RF-00009692-PAR,"N-[N-(3,3-Dimethylbutyl)-L-alpha-aspartyl]-L-phenylalanine",,,,organic,,,
371923,1152,649,973,40611,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]- L-phenylalanine",,,Hydrolysis product of Neotame.,24315,RF-00009694-PAR,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]- L-phenylalanine",single chemical entity,7,QU07A,as such,,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]- L-phenylalanine",,,,24315,RF-00009694-PAR,"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]- L-phenylalanine",,,,organic,,,
371924,1153,650,974,40611,"N-[N-(3,3-Dimethylbutyl)-L-beta-aspartyl]-L-phenylalanine 1-methyl ester",,,Hydrolysis product of Neotame.,24316,RF-00009695-PAR,"N-[N-(3,3-Dimethylbutyl)-L-beta-aspartyl]-L-phenylalanine 1-methyl ester",single chemical entity,7,QU07A,as such,,"N-[N-(3,3-Dimethylbutyl)-L-beta-aspartyl]-L-phenylalanine 1-methyl ester",,,,24316,RF-00009695-PAR,"N-[N-(3,3-Dimethylbutyl)-L-beta-aspartyl]-L-phenylalanine 1-methyl ester",,,,organic,,,
371925,1154,652,535,40611,Aluminium (total),,,"Aluminium occurs naturally in the environment and is also released due to anthropogenic activities such as mining and industrial uses, in the production of aluminium metal and other aluminium compounds. A variety of aluminium compounds are produced and used for different purposes, such as in water treatment, papermaking, fire retardant, fillers, food additives, colours and pharmaceuticals. Aluminium metal, mainly in the form of alloys with other metals, has many uses including in consumer appliances, food packaging and cookware. The major route of exposure to aluminium for the general population is through food.",24476,RF-00009855-PAR,Aluminium (total),"group, open",9,QU09A,not part of group assessment,,Allura Red AC,247-368-0,25956-17-6,disodium (5E)-5-[(2-methoxy-5-methyl-4-sulfonatophenyl)hydrazinylidene]-6-oxonaphthalene-2-sulfonate,14247,RF-00000028-ADD,Allura Red AC,C18H14N2Na2O8S2,CC1=CC(=C(C=C1S(=O)(=O)[O-])OC)N/N=C/2\\C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-].[Na+].[Na+],"InChI=1S/C18H16N2O8S2.2Na/c1-10-7-14(16(28-2)9-17(10)30(25,26)27)19-20-18-13-5-4-12(29(22,23)24)8-11(13)3-6-15(18)21;;/h3-9,19H,1-2H3,(H,22,23,24)(H,25,26,27);;/q;2*+1/p-2/b20-18+;;",organic,,,
371926,1155,652,625,40611,Aluminium (total),,,"Aluminium occurs naturally in the environment and is also released due to anthropogenic activities such as mining and industrial uses, in the production of aluminium metal and other aluminium compounds. A variety of aluminium compounds are produced and used for different purposes, such as in water treatment, papermaking, fire retardant, fillers, food additives, colours and pharmaceuticals. Aluminium metal, mainly in the form of alloys with other metals, has many uses including in consumer appliances, food packaging and cookware. The major route of exposure to aluminium for the general population is through food.",24476,RF-00009855-PAR,Aluminium (total),"group, open",9,QU09A,not part of group assessment,,Sodium aluminium silicate,234-430-7,12003-51-9,Aluminum sodium silicate,14425,RF-00000277-ADD,Sodium aluminium silicate,AlNaO4Si,[O-][Si]([O-])([O-])[O-].[Na+].[Al+3],"InChI=1S/Al.Na.O4Si/c;;1-5(2,3)4/q+3;+1;-4",inorganic,,,
371927,1156,652,972,40611,Aluminium (total),,,"Aluminium occurs naturally in the environment and is also released due to anthropogenic activities such as mining and industrial uses, in the production of aluminium metal and other aluminium compounds. A variety of aluminium compounds are produced and used for different purposes, such as in water treatment, papermaking, fire retardant, fillers, food additives, colours and pharmaceuticals. Aluminium metal, mainly in the form of alloys with other metals, has many uses including in consumer appliances, food packaging and cookware. The major route of exposure to aluminium for the general population is through food.",24476,RF-00009855-PAR,Aluminium (total),"group, open",9,QU09A,not part of group assessment,,Aluminium sulphate,233-135-0,10043-01-3,Dialuminum trisulfate,14252,RF-00000035-ADD,Aluminium sulphate,Al2O12S3,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],"InChI=1S/2Al.3H2O4S/c;;3*1-5(2,3)4/h;;3*(H2,1,2,3,4)/q2*+3;;;/p-6",inorganic,,,
371928,1157,652,975,40611,Aluminium (total),,,"Aluminium occurs naturally in the environment and is also released due to anthropogenic activities such as mining and industrial uses, in the production of aluminium metal and other aluminium compounds. A variety of aluminium compounds are produced and used for different purposes, such as in water treatment, papermaking, fire retardant, fillers, food additives, colours and pharmaceuticals. Aluminium metal, mainly in the form of alloys with other metals, has many uses including in consumer appliances, food packaging and cookware. The major route of exposure to aluminium for the general population is through food.",24476,RF-00009855-PAR,Aluminium (total),"group, open",9,QU09A,not part of group assessment,,Sodium aluminium phosphate,232-090-4,7785-88-8,Aluminum sodium phosphate,14424,RF-00000276-ADD,Sodium aluminium phosphate acidic,AlNaO4P,[O-]P(=O)([O-])[O-].[Na+].[Al+3],"InChI=1S/Al.Na.H3O4P/c;;1-5(2,3)4/h;;(H3,1,2,3,4)/q+3;+1;/p-3",inorganic,,,
371929,1158,652,976,40611,Aluminium (total),,,"Aluminium occurs naturally in the environment and is also released due to anthropogenic activities such as mining and industrial uses, in the production of aluminium metal and other aluminium compounds. A variety of aluminium compounds are produced and used for different purposes, such as in water treatment, papermaking, fire retardant, fillers, food additives, colours and pharmaceuticals. Aluminium metal, mainly in the form of alloys with other metals, has many uses including in consumer appliances, food packaging and cookware. The major route of exposure to aluminium for the general population is through food.",24476,RF-00009855-PAR,Aluminium (total),"group, open",9,QU09A,not part of group assessment,,Aluminium silicate,235-253-8,12141-46-7,dialuminum;oxygen(2-);silicon(4+),23956,RF-00009337-PAR,Aluminium silicate,Al2O5Si,[O-2].[O-2].[O-2].[O-2].[O-2].[Al+3].[Al+3].[Si+4],InChI=1S/2Al.5O.Si/q2*+3;5*-2;+4,inorganic,,,
371930,1159,652,977,40611,Aluminium (total),,,"Aluminium occurs naturally in the environment and is also released due to anthropogenic activities such as mining and industrial uses, in the production of aluminium metal and other aluminium compounds. A variety of aluminium compounds are produced and used for different purposes, such as in water treatment, papermaking, fire retardant, fillers, food additives, colours and pharmaceuticals. Aluminium metal, mainly in the form of alloys with other metals, has many uses including in consumer appliances, food packaging and cookware. The major route of exposure to aluminium for the general population is through food.",24476,RF-00009855-PAR,Aluminium (total),"group, open",9,QU09A,not part of group assessment,,Bentonite,215-108-5,1302-78-9,Dioxosilane; oxo(oxoalumanyloxy)alumane; hydrate,14267,RF-00000051-ADD,Bentonite,Al2H2O6Si,O.O=[Al]O[Al]=O.O=[Si]=O,InChI=1S/2Al.O2Si.H2O.3O/c;;1-3-2;;;;/h;;;1H2;;;,inorganic,,,
371931,1160,652,978,40611,Aluminium (total),,,"Aluminium occurs naturally in the environment and is also released due to anthropogenic activities such as mining and industrial uses, in the production of aluminium metal and other aluminium compounds. A variety of aluminium compounds are produced and used for different purposes, such as in water treatment, papermaking, fire retardant, fillers, food additives, colours and pharmaceuticals. Aluminium metal, mainly in the form of alloys with other metals, has many uses including in consumer appliances, food packaging and cookware. The major route of exposure to aluminium for the general population is through food.",24476,RF-00009855-PAR,Aluminium (total),"group, open",9,QU09A,not part of group assessment,,Aluminum lactate,242-670-9,18917-91-4,Bis(2-hydroxypropanoyloxy)alumanyl 2-hydroxypropanoate,22272,RF-00007652-PAR,Aluminum lactate,C9H15AlO9,CC(C(=O)O[Al](OC(=O)C(C)O)OC(=O)C(C)O)O,"InChI=1S/3C3H6O3.Al/c3*1-2(4)3(5)6;/h3*2,4H,1H3,(H,5,6);/q;;;+3/p-3",organometallic,,,
371933,1161,653,980,40611,Di-dodecyltin-dichloride,227-403-6,5827-58-7,,16076,RF-00001581-PAR,Di-dodecyltin-dichloride,single chemical entity,7,QU07A,as such,,Di-dodecyltin-dichloride,227-403-6,5827-58-7,Dichloro(didodecyl)stannane,16076,RF-00001581-PAR,Di-dodecyltin-dichloride,C24H50Cl2Sn,CCCCCCCCCCCC[Sn](CCCCCCCCCCCC)(Cl)Cl,"InChI=1S/2C12H25.2ClH.Sn/c2*1-3-5-7-9-11-12-10-8-6-4-2;;;/h2*1,3-12H2,2H3;2*1H;/q;;;;+2/p-2",organometallic,,,
371934,1162,654,981,40611,Mono-dodecyltin trichloride,257-163-8,51375-45-2,,16075,RF-00001580-PAR,Mono-dodecyltin trichloride,single chemical entity,7,QU07A,as such,,Mono-dodecyltin trichloride,257-163-8,51375-45-2,Trichloro(dodecyl)stannane,16075,RF-00001580-PAR,Mono-dodecyltin trichloride,C12H25Cl3Sn,CCCCCCCCCCCC[Sn](Cl)(Cl)Cl,"InChI=1S/C12H25.3ClH.Sn/c1-3-5-7-9-11-12-10-8-6-4-2;;;;/h1,3-12H2,2H3;3*1H;/q;;;;+3/p-3",organometallic,,,
371935,1163,655,982,40611,Bisphenol-F diglycidylether,254-641-8,39817-09-9,Bisphenol-F diglycidylether (BFDGE) can be considered as an Epoxy Phenolic Novolac Resin. It is the lowest molecular weight oligomeric fraction in commercial Epoxy Phenolic Novolac Resins. BFDGE exists as a mixture of three isomers with molecular weight of 312 and is present in NOGE at levels of 20 - 45%.,22633,RF-00008013-PAR,Bisphenol-F diglycidylether,single chemical entity,7,QU07A,as such,,Bisphenol-F diglycidylether,254-641-8,39817-09-9,2-[[2-[[2-(oxiran-2-ylmethoxy)phenyl]methyl]phenoxy]methyl]oxirane,22633,RF-00008013-PAR,Bisphenol-F diglycidylether,C19H20O4,C1C(O1)COC2=CC=CC=C2CC3=CC=CC=C3OCC4CO4,"InChI=1S/C19H20O4/c1-3-7-18(22-12-16-10-20-16)14(5-1)9-15-6-2-4-8-19(15)23-13-17-11-21-17/h1-8,16-17H,9-13H2",organic,,,
371936,1164,656,729,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 400,,,,25310,RF-00010688-PAR,Polyethylene glycol 400,,,,organic,,,
371937,1165,656,732,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 4000,,,,25307,RF-00010685-PAR,Polyethylene glycol 4000,,,,organic,,,
371938,1166,656,733,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 6000,,,,25306,RF-00010684-PAR,Polyethylene glycol 6000,,,,organic,,,
371939,1167,656,913,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 1000,,,,25304,RF-00010682-PAR,Polyethylene glycol 1000,,,,organic,,,
371940,1168,656,983,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 200,,,,25303,RF-00010681-PAR,Polyethylene glycol 200,,,,organic,,,
371941,1169,656,984,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 300,,,,25302,RF-00010680-PAR,Polyethylene glycol 300,,,,organic,,,
371942,1170,656,985,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 600,,,,25301,RF-00010679-PAR,Polyethylene glycol 600,,,,organic,,,
371943,1171,656,986,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 1500,,,,25300,RF-00010678-PAR,Polyethylene glycol 1500,,,,organic,,,
371944,1172,656,987,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 1540,,,,25299,RF-00010677-PAR,Polyethylene glycol 1540,,,,organic,,,
371945,1173,656,988,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 9000,,,,25298,RF-00010676-PAR,Polyethylene glycol 9000,,,,organic,,,
371946,1174,656,989,40611,Polyethylene glycols (200-10000),,,"PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24477,RF-00009856-PAR,Polyethylene glycols (200-10000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 10000,,,,25297,RF-00010675-PAR,Polyethylene glycol 10000,,,,organic,,,
371947,1175,657,732,40611,Polyethylene glycols (300-4000),,,"Polyethylene glycols (300-4000) (PEG (300-4000)) are addition polymers of ethylene oxide and water identified by a number approximating to their corresponding molecular weight. The molecular formula is HOCH2(CH2OCH2)nCH2OH where n equals the average number of oxyethylene groups. PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24478,RF-00009857-PAR,Polyethylene glycols (300-4000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 4000,,,,25307,RF-00010685-PAR,Polyethylene glycol 4000,,,,organic,,,
371948,1176,657,984,40611,Polyethylene glycols (300-4000),,,"Polyethylene glycols (300-4000) (PEG (300-4000)) are addition polymers of ethylene oxide and water identified by a number approximating to their corresponding molecular weight. The molecular formula is HOCH2(CH2OCH2)nCH2OH where n equals the average number of oxyethylene groups. PEGs are formed via an addition reaction of ethylene oxide and water, conducted under pressurized conditions, in the presence of a basic catalyst. Once the desired molecular weight has been attained, the reaction is terminated by neutralizing the catalyst with acid such as lactic acid.",24478,RF-00009857-PAR,Polyethylene glycols (300-4000),"group, closed",8,QU08A,part of group assessment,,Polyethylene glycol 300,,,,25302,RF-00010680-PAR,Polyethylene glycol 300,,,,organic,,,
371949,1177,658,599,40611,Vitamin B6,,,"Vitamin B6 is the collective term for a family of chemical substances that are structurally related and includes pyridoxine, pyridoxine 5'-phosphate, pyridoxal, pyridoxal 5'-phosphate, pyridoxamine, and pyridoxamine 5'-phosphate which can be converted into one another. Pyridoxal 5'-phosphate is the metabolically active from of vitamin B6.",14190,RF-00000425-NTR,"vitamin B-6, total","group, closed",8,QU08A,part of group assessment,,Pyridoxine hydrochloride,200-386-2,58-56-0,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol hydrochloride",22996,RF-00008376-PAR,Pyridoxine hydrochloride,C8H12ClNO3,CC1=NC=C(C(=C1O)CO)CO.Cl,"InChI=1S/C8H11NO3.ClH/c1-5-8(12)7(4-11)6(3-10)2-9-5;/h2,10-12H,3-4H2,1H3;1H",organic,,,
